#rownames.xcenter.	Chromosome	Pos.Start	Pos.End
22*38541503.5*FLJ25421	22	38541475	38541532
22*38582501.5*FLJ25421	22	38582472	38582531
22*38608128.5*FLJ25421	22	38608099	38608158
22*38663357.5*GRAP2	22	38663328	38663387
22*38679841.5*GRAP2	22	38679812	38679871
22*38719632.5*LOC113828	22	38719603	38719662
22*38745322.5*LOC113828	22	38745293	38745352
22*38766431.5*TNRC6B	22	38766402	38766461
22*38828386.5*TNRC6B	22	38828357	38828416
22*38878114.5*ENST00000301923	22	38878085	38878144
22*38982769.5*TNRC6B	22	38982740	38982799
22*39041394.5*TNRC6B	22	39041365	39041424
22*39070336.5*ADSL	22	39070307	39070366
22*39083527*ADSL	22	39083499	39083555
22*39089687.5*THC2165748	22	39089658	39089717
22*39117178.5*RUTBC3	22	39117149	39117208
22*39127421*RUTBC3	22	39127394	39127448
22*39167166.5*MKL1	22	39167137	39167196
22*39183604.5*MKL1	22	39183575	39183634
22*39202943.5*MKL1	22	39202914	39202973
22*39272866*MKL1	22	39272840	39272892
22*39355403.5*MKL1	22	39355374	39355433
22*39399926*GPR24	22	39399900	39399952
22*39453039.5*chr22:039453010-039453069	22	39453010	39453069
22*39499633*SLC25A17	22	39499604	39499662
22*39499728.5*SLC25A17	22	39499699	39499758
22*39545903.5*ST13	22	39545874	39545933
22*39580962.5*LOC63929	22	39580933	39580992
22*39581427.5*LOC63929	22	39581398	39581457
22*39590829.5*LOC63929	22	39590800	39590859
22*39613330.5*LOC63929	22	39613301	39613360
22*39647307.5*LOC63929	22	39647278	39647337
22*39676655.5*RBX1	22	39676626	39676685
22*39709705.5*chr22:039709676-039709735	22	39709676	39709735
22*39786240.5*chr22:039786211-039786270	22	39786211	39786270
22*39813478.5*EP300	22	39813450	39813507
22*39837729.5*EP300	22	39837700	39837759
22*39858272.5*EP300	22	39858243	39858302
22*39887117.5*EP300	22	39887088	39887147
22*39916039.5*chr22:039916010-039916069	22	39916010	39916069
22*39940765.5*L3MBTL2	22	39940737	39940794
22*39951550*L3MBTL2	22	39951521	39951579
22*39972457*RANGAP1	22	39972429	39972485
22*39982250.5*RANGAP1	22	39982221	39982280
22*39998355.5*RANGAP1	22	39998326	39998385
22*40001765*RANGAP1	22	40001736	40001794
22*40058849.5*RoXaN	22	40058825	40058874
22*40080623.5*chr22:040080594-040080653	22	40080594	40080653
22*40114961.5*TEF	22	40114932	40114991
22*40161869.5*TOB2	22	40161840	40161899
22*40188784.5*PHF5A	22	40188755	40188814
22*40230925.5*ACO2	22	40230896	40230955
22*40261253*POLR3H	22	40261227	40261279
22*40293106*PIPPIN	22	40293084	40293128
22*40305095*PMM1	22	40305071	40305119
22*40354395.5*G22P1	22	40354366	40354425
22*40394465.5*CR596973	22	40394436	40394495
22*40417516*FLJ23584	22	40417491	40417541
22*40494613.5*MGC40042	22	40494584	40494643
22*40529405.5*FLJ22349	22	40529382	40529429
22*40551152.5*AK124515	22	40551123	40551182
22*40572899.5*SREBF2	22	40572870	40572929
22*40609367.5*SREBF2	22	40609338	40609397
22*40627768.5*SREBF2	22	40627739	40627798
22*40645574*TNFRSF13C	22	40645545	40645603
22*40659258.5*C22orf18	22	40659229	40659288
22*40666443.5*C22orf18	22	40666420	40666467
22*40680099.5*chr22:040680070-040680129	22	40680070	40680129
22*40710491.5*2003/09/30	22	40710462	40710521
22*40727391.5*MGC26816	22	40727362	40727421
22*40747947.5*MGC26816	22	40747918	40747977
22*40779021.5*NAGA	22	40778992	40779051
22*40800610.5*LOC91689	22	40800581	40800640
22*40806645.5*NDUFA6	22	40806616	40806675
22*40850790*CYP2D6	22	40850766	40850814
22*40880799.5*TCF20	22	40880770	40880829
22*40900870.5*TCF20	22	40900841	40900900
22*40926032.5*TCF20	22	40926003	40926062
22*40987825.5*LOC388906	22	40987796	40987855
22*41100925.5*chr22:041100896-041100955	22	41100896	41100955
22*41117092.5*NFAM1	22	41117063	41117122
22*41135431.5*NFAM1	22	41135402	41135461
22*41213978.5*chr22:041213949-041214008	22	41213949	41214008
22*41232311.5*SERHL	22	41232285	41232338
22*41281642.5*dJ222E13.1	22	41281614	41281671
22*41307203.5*POLDIP3	22	41307174	41307233
22*41330731.5*POLDIP3	22	41330702	41330761
22*41339335.5*chr22:041339306-041339365	22	41339306	41339365
22*41363422.5*DIA1	22	41363394	41363451
22*41382476.5*chr22:041382447-041382506	22	41382447	41382506
22*41414363*A4GALT	22	41414337	41414389
22*41448177.5*chr22:041448148-041448207	22	41448148	41448207
22*41531371*ARFGAP3	22	41531342	41531400
22*41549636.5*ARFGAP3	22	41549607	41549666
22*41590290.5*chr22:041590261-041590320	22	41590261	41590320
22*41632594.5*PACSIN2	22	41632565	41632624
22*41680220.5*PACSIN2	22	41680191	41680250
22*41740126.5*chr22:041740097-041740156	22	41740097	41740156
22*41761923.5*TTLL1	22	41761894	41761953
22*41778920.5*TTLL1	22	41778891	41778950
22*41809253.5*TTLL1	22	41809224	41809283
22*41834263.5*BIK	22	41834234	41834293
22*41836740.5*BIK	22	41836711	41836770
22*41839636.5*BIK	22	41839607	41839666
22*41855412*MT	22	41855389	41855435
22*41878377.5*BZRP	22	41878348	41878407
22*41902317.5*KIAA0153	22	41902288	41902347
22*41958117.5*SCUBE1	22	41958088	41958147
22*41977919.5*SCUBE1	22	41977890	41977949
22*41995178*SCUBE1	22	41995156	41995200
22*42034345.5*SCUBE1	22	42034316	42034375
22*42054850.5*SCUBE1	22	42054821	42054880
22*42112405.5*chr22:042112376-042112435	22	42112376	42112435
22*42151873.5*C22orf1	22	42151844	42151903
22*42174007.5*C22orf1	22	42173978	42174037
22*42249690.5*FLJ23588	22	42249661	42249720
22*42273484.5*FLJ23588	22	42273455	42273514
22*42310964*FLJ23588	22	42310935	42310993
22*42329374.5*FLJ23588	22	42329345	42329404
22*42352945*FLJ23588	22	42352919	42352971
22*42387989.5*FLJ23588	22	42387960	42388019
22*42479672.5*FLJ23588	22	42479643	42479702
22*42548395*SULT4A1	22	42548372	42548418
22*42568073.5*SULT4A1	22	42568044	42568103
22*42611285.5*PNPLA5	22	42611256	42611315
22*42664512.5*ADPN	22	42664483	42664542
22*42677247.5*CGI-51	22	42677218	42677277
22*42720119*PARVB	22	42720092	42720146
22*42758615.5*PARVB	22	42758586	42758645
22*42786976.5*PARVB	22	42786947	42787006
22*42848106.5*PARVB	22	42848077	42848136
22*42872263.5*PARVB	22	42872237	42872290
22*42905573.5*PARVG	22	42905544	42905603
22*43010590.5*KIAA1644	22	43010561	43010620
22*43091290.5*chr22:043091261-043091320	22	43091261	43091320
22*43185431.5*chr22:043185402-043185461	22	43185402	43185461
22*43210384.5*LDOC1L	22	43210357	43210412
22*43210984*LDOC1L	22	43210959	43211009
22*43378416.5*chr22:043378387-043378446	22	43378387	43378446
22*43405086.5*ARHGAP8	22	43405057	43405116
22*43432397.5*ARHGAP8	22	43432368	43432427
22*43463391.5*ARHGAP8	22	43463362	43463421
22*43493023.5*ARHGAP8	22	43492994	43493053
22*43579099.5*ARHGAP8	22	43579070	43579129
22*43619093.5*LOC112885	22	43619064	43619123
22*43655122.5*LOC112885	22	43655093	43655152
22*43694731*LOC112885	22	43694705	43694757
22*43779131.5*chr22:043779102-043779161	22	43779102	43779161
22*43842862.5*chr22:043842833-043842892	22	43842833	43842892
22*43897323.5*NUP50	22	43897294	43897353
22*43940760.5*C22orf9	22	43940731	43940790
22*44003095.5*UPK3A	22	44003066	44003125
22*44030100.5*C22orf8	22	44030071	44030130
22*44061936.5*SMC1L2	22	44061907	44061966
22*44088647.5*SMC1L2	22	44088618	44088677
22*44106296.5*SMC1L2	22	44106267	44106326
22*44134241.5*RIBC2	22	44134213	44134270
22*44148826.5*chr22:044148797-044148856	22	44148797	44148856
22*44168835.5*chr22:044168806-044168865	22	44168806	44168865
22*44251733.5*FBLN1	22	44251706	44251761
22*44284591.5*FBLN1	22	44284562	44284621
22*44355258.5*chr22:044355229-044355288	22	44355229	44355288
22*44409416.5*ATXN10	22	44409387	44409446
22*44445863.5*ATXN10	22	44445834	44445893
22*44525305.5*ATXN10	22	44525276	44525335
22*44556043.5*ATXN10	22	44556014	44556073
22*44769154.5*FLJ10945	22	44769126	44769183
22*44769899.5*FLJ10945	22	44769870	44769929
22*44867967.5*PPARA	22	44867938	44867997
22*44911895.5*PPARA	22	44911866	44911925
22*44934046.5*PPARA	22	44934017	44934076
22*44956951.5*PPARA	22	44956922	44956981
22*44975632.5*PKDREJ	22	44975603	44975662
22*44991776*FLJ20699	22	44991747	44991805
22*45024617.5*GTSE1	22	45024588	45024647
22*45047097.5*GTSE1	22	45047068	45047127
22*45062934.5*TRMT1	22	45062909	45062960
22*45079642.5*CELSR1	22	45079613	45079672
22*45129908.5*CELSR1	22	45129879	45129938
22*45165021.5*CELSR1	22	45164992	45165051
22*45191469.5*CELSR1	22	45191440	45191499
22*45309410.5*THC2038003	22	45309381	45309440
22*45366573.5*KIAA0767	22	45366544	45366603
22*45400847.5*THC2199776	22	45400818	45400877
22*45428666.5*CERK	22	45428639	45428694
22*45451107.5*CERK	22	45451078	45451137
22*45460980.5*chr22:045460951-045461010	22	45460951	45461010
22*45492075.5*TBC1D22A	22	45492046	45492105
22*45628584.5*TBC1D22A	22	45628555	45628614
22*45714070*TBC1D22A	22	45714044	45714096
22*45827988.5*TBC1D22A	22	45827961	45828016
22*45890191*TBC1D22A	22	45890163	45890219
22*46037303.5*chr22:046037274-046037333	22	46037274	46037333
22*46107446.5*chr22:046107417-046107476	22	46107417	46107476
22*46186428.5*BC037972	22	46186399	46186458
22*46270639.5*chr22:046270610-046270669	22	46270610	46270669
22*46385405.5*LOC284930	22	46385376	46385435
22*46459753.5*LOC284930	22	46459724	46459783
22*46545076.5*LOC284930	22	46545047	46545106
22*46709251.5*chr22:046709222-046709281	22	46709222	46709281
22*46765115.5*LOC388914	22	46765086	46765145
22*46811651.5*LOC388914	22	46811622	46811681
22*46859386.5*LOC388915	22	46859357	46859416
22*46975111.5*chr22:046975082-046975141	22	46975082	46975141
22*47066789.5*chr22:047066760-047066819	22	47066760	47066819
22*47207356*FAM19A5	22	47207331	47207381
22*47226857.5*FAM19A5	22	47226828	47226887
22*47354605.5*FAM19A5	22	47354576	47354635
22*47380278.5*FAM19A5	22	47380249	47380308
22*47405583.5*FAM19A5	22	47405554	47405613
22*47436476.5*FAM19A5	22	47436447	47436506
22*47467001.5*FAM19A5	22	47466972	47467031
22*47500971.5*chr22:047500942-047501001	22	47500942	47501001
22*47857070.5*chr22:047857041-047857100	22	47857041	47857100
22*47916657.5*chr22:047916628-047916687	22	47916628	47916687
22*48073724.5*chr22:048073695-048073754	22	48073695	48073754
22*48154437.5*BC033837	22	48154408	48154467
22*48241015.5*BQ188221	22	48240986	48241045
22*48325649.5*chr22:048325620-048325679	22	48325620	48325679
22*48376458.5*chr22:048376429-048376488	22	48376429	48376488
22*48452604.5*chr22:048452575-048452634	22	48452575	48452634
22*48493801*BRD1	22	48493778	48493824
22*48502271.5*BRD1	22	48502242	48502301
22*48526776.5*BRD1	22	48526747	48526806
22*48576633.5*ZBED4	22	48576604	48576663
22*48602539.5*ZBED4	22	48602510	48602569
22*48632224.5*ALG12	22	48632195	48632254
22*48634692.5*MGC11256	22	48634665	48634720
22*48642018.5*THC2173424	22	48641989	48642048
22*48745813.5*FLJ41993	22	48745784	48745843
22*48817724*MLC1	22	48817697	48817751
22*48840515.5*MOV10L1	22	48840486	48840545
22*48861400.5*MOV10L1	22	48861371	48861430
22*48894659.5*MOV10L1	22	48894630	48894689
22*48916366.5*PANX2	22	48916337	48916396
22*48932411*PP2447	22	48932383	48932439
22*48936801*PP2447	22	48936774	48936828
22*48951862*SELO	22	48951839	48951885
22*48956789*SELO	22	48956760	48956818
22*48965475.5*TUBGCP6	22	48965446	48965505
22*48994695.5*MAPK12	22	48994666	48994725
22*49009336.5*MAPK11	22	49009308	49009365
22*49015881.5*chr22:049015853-049015910	22	49015853	49015910
22*49111785.5*KIAA0685	22	49111756	49111815
22*49173569.5*KIAA0685	22	49173541	49173598
22*49202081.5*SBF1	22	49202056	49202107
22*49212555.5*ADM2	22	49212527	49212584
22*49215404.5*ALDRL6	22	49215382	49215427
22*49234354.5*BC002942	22	49234330	49234379
22*49237380.5*384D8-2	22	49237352	49237409
22*49256907*ECGF1	22	49256878	49256936
22*49278662.5*chr22:049278636-049278689	22	49278636	49278689
22*49299587*CHKB	22	49299564	49299610
22*49333612*MAPK8IP2	22	49333590	49333634
22*49356028.5*ARSA	22	49356005	49356052
22*49467482*ACR	22	49467460	49467504
22*49468378.5*ACR	22	49468349	49468408
23*2693702.5*XG	23	2693677	2693728
23*2765419.5*GYG2	23	2765392	2765447
23*2838317.5*ARSD	23	2838295	2838340
23*2860811*ARSE	23	2860786	2860836
23*2915573.5*chrX:002915544-002915603	23	2915544	2915603
23*2992299.5*ARSF	23	2992270	2992329
23*3023986*ARSF	23	3023957	3024015
23*3144070.5*chrX:003144041-003144100	23	3144041	3144100
23*3241567.5*DKFZp564I1922	23	3241539	3241596
23*3334632.5*chrX:003334603-003334662	23	3334603	3334662
23*3498660.5*chrX:003498631-003498690	23	3498631	3498690
23*3549003.5*PRKX	23	3548974	3549033
23*3591329.5*PRKX	23	3591300	3591359
23*3629253.5*chrX:003629224-003629283	23	3629224	3629283
23*3841753.5*chrX:003841724-003841783	23	3841724	3841783
23*3969273.5*chrX:003969244-003969303	23	3969244	3969303
23*4105186.5*chrX:004105157-004105216	23	4105157	4105216
23*4202126.5*chrX:004202097-004202156	23	4202097	4202156
23*4476715.5*chrX:004476686-004476745	23	4476686	4476745
23*4578560.5*chrX:004578531-004578590	23	4578531	4578590
23*4688971.5*chrX:004688942-004689001	23	4688942	4689001
23*4825842.5*chrX:004825813-004825872	23	4825813	4825872
23*4933130.5*chrX:004933101-004933160	23	4933101	4933160
23*5058064.5*chrX:005058035-005058094	23	5058035	5058094
23*5247204.5*chrX:005247175-005247234	23	5247175	5247234
23*5415517.5*chrX:005415488-005415547	23	5415488	5415547
23*5581405.5*chrX:005581376-005581435	23	5581376	5581435
23*5668453.5*NLGN4X	23	5668424	5668483
23*5754194.5*NLGN4X	23	5754165	5754224
23*5804188.5*NLGN4X	23	5804159	5804218
23*5929519.5*NLGN4X	23	5929495	5929544
23*5985183.5*NLGN4X	23	5985154	5985213
23*6031260.5*chrX:006031231-006031290	23	6031231	6031290
23*6123090.5*chrX:006123061-006123120	23	6123061	6123120
23*6245077.5*chrX:006245048-006245107	23	6245048	6245107
23*6317168.5*chrX:006317139-006317198	23	6317139	6317198
23*6410920.5*chrX:006410891-006410950	23	6410891	6410950
23*6517516.5*chrX:006517487-006517546	23	6517487	6517546
23*6747284.5*chrX:006747255-006747314	23	6747255	6747314
23*6827898.5*HDHD1A	23	6827869	6827928
23*6911670.5*HDHD1A	23	6911641	6911700
23*6924368.5*HDHD1A	23	6924339	6924398
23*7037208.5*STS	23	7037180	7037237
23*7128986.5*STS	23	7128957	7129016
23*7258506.5*chrX:007258477-007258536	23	7258477	7258536
23*7415057.5*chrX:007415028-007415087	23	7415028	7415087
23*7615772.5*chrX:007615743-007615802	23	7615743	7615802
23*7630401.5*chrX:007630372-007630431	23	7630372	7630431
23*7686732.5*PNPLA4	23	7686703	7686762
23*7733434.5*ENST00000328394	23	7733405	7733464
23*7841826.5*chrX:007841797-007841856	23	7841797	7841856
23*8075946.5*chrX:008075917-008075976	23	8075917	8075976
23*8232994.5*chrX:008232965-008233024	23	8232965	8233024
23*8235343.5*BQ189147	23	8235314	8235373
23*8307872.5*KAL1	23	8307843	8307902
23*8346140.5*KAL1	23	8346111	8346170
23*8444341.5*KAL1	23	8444312	8444371
23*8475638.5*KAL1	23	8475609	8475668
23*8569474.5*FAM9A	23	8569445	8569504
23*8803333*FAM9B	23	8803307	8803359
23*8804793.5*FAM9B	23	8804764	8804823
23*8808522.5*FAM9B	23	8808493	8808552
23*8892411.5*CR612898	23	8892382	8892441
23*9006194.5*chrX:009006165-009006224	23	9006165	9006224
23*9108168.5*chrX:009108139-009108198	23	9108139	9108198
23*9198839.5*chrX:009198810-009198869	23	9198810	9198869
23*9317825.5*TBL1X	23	9317796	9317855
23*9429516.5*TBL1X	23	9429487	9429546
23*9495603.5*TBL1X	23	9495574	9495633
23*9542440.5*GPR143	23	9542411	9542470
23*9596945.5*APXL	23	9596916	9596975
23*9652975.5*APXL	23	9652946	9653005
23*9725601.5*APXL	23	9725572	9725631
23*9844900.5*KIAA1280	23	9844871	9844930
23*9856613.5*KIAA1280	23	9856584	9856643
23*9916343.5*KIAA1280	23	9916314	9916373
23*9934841.5*CLCN4	23	9934814	9934869
23*9997572.5*CLCN4	23	9997543	9997602
23*10017641.5*chrX:010017612-010017671	23	10017612	10017671
23*10252406.5*MID1	23	10252377	10252436
23*10335137.5*MID1	23	10335108	10335167
23*10396751.5*MID1	23	10396722	10396781
23*10504219.5*MID1	23	10504190	10504249
23*10604925.5*MID1	23	10604896	10604955
23*10672013.5*AY660579	23	10671984	10672043
23*10843317.5*AY660579	23	10843288	10843347
23*10892758.5*HCCS	23	10892729	10892788
23*10895157*HCCS	23	10895129	10895185
23*10974747.5*ARHGAP6	23	10974718	10974777
23*11023642.5*ARHGAP6	23	11023613	11023672
23*11073594.5*ARHGAP6	23	11073565	11073624
23*11144553.5*ARHGAP6	23	11144524	11144583
23*11289956.5*ARHGAP6	23	11289927	11289986
23*11551322.5*MSL3L1	23	11551293	11551352
23*11553125.5*MSL3L1	23	11553096	11553155
23*11591822.5*chrX:011591793-011591852	23	11591793	11591852
23*11774802.5*chrX:011774773-011774832	23	11774773	11774832
23*11880642.5*chrX:011880613-011880672	23	11880613	11880672
23*11970150.5*PDZK10	23	11970121	11970180
23*12046138.5*PDZK10	23	12046109	12046168
23*12173479.5*PDZK10	23	12173450	12173509
23*12305682.5*PDZK10	23	12305653	12305712
23*12426251.5*PDZK10	23	12426222	12426281
23*12492947.5*PDZK10	23	12492918	12492977
23*12578639.5*PRPS2	23	12578610	12578669
23*12646631.5*TLR7	23	12646602	12646661
23*12663947.5*TLR7	23	12663918	12663977
23*12699469.5*TLR8	23	12699440	12699499
23*12753708.5*TMSL3	23	12753681	12753736
23*12814004.5*FAM9C	23	12813975	12814034
23*12905870.5*chrX:012905841-012905900	23	12905841	12905900
23*13097250.5*ATXN3L	23	13097221	13097280
23*13097526*ATXN3L	23	13097498	13097554
23*13127037.5*BX089115	23	13127008	13127067
23*13265064.5*chrX:013265035-013265094	23	13265035	13265094
23*13349481.5*EGFL6	23	13349452	13349511
23*13399722.5*EGFL6	23	13399693	13399752
23*13471407.5*RAB9A	23	13471378	13471437
23*13475268.5*RAB9A	23	13475239	13475298
23*13482169.5*RAB9A	23	13482140	13482199
23*13497038.5*SEDL	23	13497009	13497068
23*13522891.5*OFD1	23	13522862	13522921
23*13530875.5*OFD1	23	13530846	13530905
23*13557678.5*GPM6B	23	13557652	13557705
23*13594797.5*GPM6B	23	13594769	13594826
23*13695315.5*GPM6B	23	13695286	13695345
23*13796189.5*FAM51A1	23	13796160	13796219
23*13798855.5*FAM51A1	23	13798826	13798885
23*13926940.5*chrX:013926911-013926970	23	13926911	13926970
23*14085031.5*chrX:014085002-014085061	23	14085002	14085061
23*14187732.5*chrX:014187703-014187762	23	14187703	14187762
23*14307726.5*GLRA2	23	14307697	14307756
23*14352121.5*GLRA2	23	14352092	14352151
23*14468350.5*GLRA2	23	14468321	14468380
23*14622492.5*FANCB	23	14622463	14622522
23*14635700.5*FANCB	23	14635671	14635730
23*14646726.5*FANCB	23	14646697	14646756
23*14664755.5*MOSPD2	23	14664726	14664785
23*14697407.5*MOSPD2	23	14697378	14697437
23*14759018.5*chrX:014758989-014759048	23	14758989	14759048
23*14852608.5*chrX:014852579-014852638	23	14852579	14852638
23*15023774.5*ASB9	23	15023745	15023804
23*15039269.5*ASB9	23	15039240	15039299
23*15047185.5*ASB9	23	15047156	15047215
23*15088283.5*ASB11	23	15088254	15088313
23*15106252.5*PIGA	23	15106223	15106282
23*15123544.5*FIGF	23	15123515	15123574
23*15130905.5*FIGF	23	15130876	15130935
23*15147682.5*FIGF	23	15147653	15147712
23*15162661.5*PIR	23	15162632	15162691
23*15183587.5*PIR	23	15183558	15183617
23*15233674*PIR	23	15233649	15233699
23*15303126.5*BMX	23	15303097	15303156
23*15339204.5*ACE2	23	15339175	15339234
23*15417379.5*TMEM27	23	15417350	15417409
23*15479644.5*CA5BL	23	15479616	15479673
23*15529506.5*CA5B	23	15529477	15529536
23*15561204.5*CA5B	23	15561175	15561234
23*15575991.5*U2AF1L2	23	15575962	15576021
23*15618683.5*AP1S2	23	15618654	15618713
23*15673947.5*chrX:015673918-015673977	23	15673918	15673977
23*15766075.5*chrX:015766046-015766105	23	15766046	15766105
23*15906903.5*GRPR	23	15906874	15906933
23*15918762.5*GRPR	23	15918733	15918792
23*15928342.5*GRPR	23	15928314	15928371
23*16078639.5*chrX:016078610-016078669	23	16078610	16078669
23*16174320.5*chrX:016174291-016174350	23	16174291	16174350
23*16337921.5*chrX:016337892-016337951	23	16337892	16337951
23*16430728.5*CTPS2	23	16430699	16430758
23*16476862.5*CTPS2	23	16476833	16476892
23*16521482*SYAP1	23	16521454	16521510
23*16568932.5*CXorf15	23	16568903	16568962
23*16622531.5*RBBP7	23	16622502	16622561
23*16636612.5*RBBP7	23	16636583	16636642
23*16646987*RBBP7	23	16646958	16647016
23*16697065.5*chrX:016697036-016697095	23	16697036	16697095
23*16800030.5*REPS2	23	16800001	16800060
23*16903931.5*REPS2	23	16903902	16903961
23*16925333.5*REPS2	23	16925304	16925363
23*17207549.5*NHS	23	17207520	17207579
23*17388523.5*NHS	23	17388494	17388553
23*17523811.5*SCML1	23	17523782	17523841
23*17527222.5*SCML1	23	17527193	17527252
23*17578651*RAI2	23	17578628	17578674
23*17580137*RAI2	23	17580108	17580166
23*17623511.5*RAI2	23	17623482	17623541
23*17640921.5*chrX:017640892-017640951	23	17640892	17640951
23*17856045.5*chrX:017856016-017856075	23	17856016	17856075
23*17953784.5*CXorf20	23	17953755	17953814
23*17994421.5*CXorf20	23	17994392	17994451
23*18024494.5*SCML2	23	18024465	18024524
23*18082751.5*SCML2	23	18082722	18082781
23*18145226.5*chrX:018145197-018145256	23	18145197	18145256
23*18242410.5*CDKL5	23	18242381	18242440
23*18284900.5*CDKL5	23	18284871	18284930
23*18328192.5*CDKL5	23	18328163	18328222
23*18396798.5*CDKL5	23	18396769	18396828
23*18428800.5*CDKL5	23	18428771	18428830
23*18443766.5*RS1	23	18443737	18443796
23*18539308.5*PPEF1	23	18539279	18539338
23*18605675.5*THC2027896	23	18605646	18605705
23*18683618*PHKA2	23	18683589	18683647
23*18741536.5*PHKA2	23	18741507	18741566
23*18801200.5*GPR64	23	18801171	18801230
23*18860513.5*GPR64	23	18860484	18860543
23*18967726.5*THC2182385	23	18967697	18967756
23*19123624.5*PDHA1	23	19123595	19123654
23*19192992.5*FLJ16518	23	19192963	19193022
23*19285038.5*ENST00000359173	23	19285009	19285068
23*19408361.5*SH3KBP1	23	19408332	19408391
23*19461604.5*SH3KBP1	23	19461575	19461634
23*19529250.5*SH3KBP1	23	19529221	19529280
23*19573014.5*SH3KBP1	23	19572985	19573044
23*19664100.5*SH3KBP1	23	19664071	19664130
23*19707725.5*CXorf23	23	19707696	19707755
23*19742878.5*CXorf23	23	19742849	19742908
23*19822237*FLJ14503	23	19822210	19822264
23*19871120.5*FLJ14503	23	19871091	19871150
23*19914420.5*EIF1AX	23	19914391	19914450
23*20012552.5*RPS6KA3	23	20012524	20012581
23*20034440.5*RPS6KA3	23	20034411	20034470
23*20138634.5*chrX:020138605-020138664	23	20138605	20138664
23*20312898.5*chrX:020312869-020312928	23	20312869	20312928
23*20444081.5*chrX:020444052-020444111	23	20444052	20444111
23*20607372.5*chrX:020607343-020607402	23	20607343	20607402
23*20900595.5*chrX:020900566-020900625	23	20900566	20900625
23*21036149.5*chrX:021036120-021036179	23	21036120	21036179
23*21171108.5*CNKSR2	23	21171079	21171138
23*21218489.5*CNKSR2	23	21218460	21218519
23*21341146.5*CNKSR2	23	21341117	21341176
23*21430132.5*CNKSR2	23	21430103	21430162
23*21433355.5*FLJ34960	23	21433326	21433385
23*21521605*SMPX	23	21521578	21521632
23*21647437.5*MBTPS2	23	21647408	21647467
23*21649780.5*MBTPS2	23	21649751	21649810
23*21655894.5*MBTPS2	23	21655865	21655924
23*21760556.5*SMS	23	21760527	21760586
23*21810580.5*PHEX	23	21810551	21810610
23*21824853.5*PHEX	23	21824825	21824882
23*21892293.5*PHEX	23	21892265	21892322
23*21956132*PHEX	23	21956105	21956159
23*21999408.5*PHEX	23	21999379	21999438
23*22050741.5*chrX:022050712-022050771	23	22050712	22050771
23*22052068.5*ZNF645	23	22052039	22052098
23*22278530.5*BX115199	23	22278501	22278560
23*22596010.5*chrX:022595981-022596040	23	22595981	22596040
23*22778103.5*DDX53	23	22778074	22778133
23*22778688.5*DDX53	23	22778659	22778718
23*22781294.5*chrX:022781265-022781324	23	22781265	22781324
23*22870621.5*AK021618	23	22870592	22870651
23*22871609.5*AK021618	23	22871580	22871639
23*23061368.5*chrX:023061339-023061398	23	23061339	23061398
23*23132764.5*PTCHD1	23	23132735	23132794
23*23170790.5*PTCHD1	23	23170761	23170820
23*23363902.5*chrX:023363873-023363932	23	23363873	23363932
23*23446562.5*PRDX4	23	23446533	23446592
23*23483598*ACATE2	23	23483572	23483624
23*23484696*ACATE2	23	23484667	23484725
23*23490916.5*ACATE2	23	23490887	23490946
23*23563308.5*SAT	23	23563279	23563338
23*23618098.5*MGC4825	23	23618069	23618128
23*23636422*MGC4825	23	23636396	23636448
23*23686004.5*FLJ25444	23	23685975	23686034
23*23705076.5*FLJ25444	23	23705047	23705106
23*23761176.5*chrX:023761147-023761206	23	23761147	23761206
23*23839498.5*EIF2S3	23	23839469	23839528
23*23925255.5*chrX:023925226-023925285	23	23925226	23925285
23*23983861.5*ZFX	23	23983832	23983891
23*23987842.5*ZFX	23	23987813	23987872
23*24120852.5*chrX:024120823-024120882	23	24120823	24120882
23*24218135.5*chrX:024218106-024218165	23	24218106	24218165
23*24255003.5*PDK3	23	24254974	24255033
23*24296712*PDK3	23	24296683	24296741
23*24352992*PCYT1B	23	24352963	24353021
23*24389124.5*PCYT1B	23	24389095	24389154
23*24448619.5*PCYT1B	23	24448590	24448649
23*24519254.5*POLA	23	24519225	24519284
23*24588557.5*POLA	23	24588528	24588587
23*24680175.5*POLA	23	24680146	24680205
23*24711249.5*POLA	23	24711220	24711279
23*24793449*ARX	23	24793426	24793472
23*24923390.5*chrX:024923361-024923420	23	24923361	24923420
23*25097650.5*chrX:025097621-025097680	23	25097621	25097680
23*25269637.5*chrX:025269608-025269667	23	25269608	25269667
23*25391490.5*chrX:025391461-025391520	23	25391461	25391520
23*25576318.5*chrX:025576289-025576348	23	25576289	25576348
23*25692793.5*chrX:025692764-025692823	23	25692764	25692823
23*25845790.5*chrX:025845761-025845820	23	25845761	25845820
23*25917174.5*MGC33889	23	25917145	25917204
23*25971391.5*MAGEB6	23	25971363	25971420
23*25972190*MAGEB6	23	25972162	25972218
23*26172108.5*chrX:026172079-026172138	23	26172079	26172138
23*26324187.5*chrX:026324158-026324217	23	26324158	26324217
23*26417887.5*chrX:026417858-026417917	23	26417858	26417917
23*26627157.5*chrX:026627128-026627187	23	26627128	26627187
23*26811417.5*chrX:026811388-026811447	23	26811388	26811447
23*27024595.5*BC024027	23	27024566	27024625
23*27238273.5*FLJ32867	23	27238244	27238303
23*27261787.5*chrX:027261758-027261817	23	27261758	27261817
23*27379548.5*chrX:027379519-027379578	23	27379519	27379578
