#name	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"	"V101"	"V102"	"V103"	"V104"	"V105"	"V106"	"V107"	"V108"	"V109"	"V110"	"V111"	"V112"	"V113"	"V114"	"V115"	"V116"
"43"	1.789	-0.6429	0.1309	1.172	-1.919	0.7736	0.1864	0.43475	-0.303035	-0.01442	-0.36345	0.1933	0.1550075	-0.4212	-0.2675	-0.04396	-0.224465	0.421733	0.632586	-4.169	-0.269692	2.594	-0.188	-0.1612	0.6812	-2.237	0.2766	0.2011	0.122	-0.3843	-1.541	-1.244	-1.652	0.01983	0.9225	0.4913	-0.01261	0.8878	0.5162	-0.5228	-0.4787	-0.05532	-0.03797	-0.2579	-0.3811	0.1172	0.5212	-0.1788	0.5532	0.1958	0.8327	-0.3118	0.324	0.2121	-0.007891	-0.4953	0.6991	0.3546	0.1631	0.5843	1.495	-0.3688	-0.1104	0.103	-0.3534	0.517	0.001674	0.09896	-0.02127	0.7088	1.607	0.2229	-0.1812	0.1616	0.58528	0.04902	-1.126	0.3217	0.2068	0.4473	-0.9081	-0.4651	0.2177	0.2215	0.1122	-0.2678	-0.04214	-0.1366	-0.03077	-0.825	-0.265	-0.2297	0.7158	0.2259	-0.1748	0.03765	-0.5965	0.67	-0.1571	0.5692	-0.6568	-0.8683	0.3262	1.164	-0.09283	-0.6159	0.927	-0.4587	-0.8508	0.1238	0.06857	0.1778	-0.2993	-0.46012	0.75565	-0.1123
"44"	1.055	-0.216762	-0.6524	0.016948	-0.737	0.3083	-0.0159	-0.4379	0.001877	0.04031	-0.82875	-0.08601	0.5066075	0.376103	-1.146	-0.2062	-0.1167	-0.3679	0.430205	-0.751218	0.3946	0.7357	-0.0002954	-0.3912	-0.081822	-0.06098	0.7077	-1.05	-0.39321	0.19046	-0.5928	-1.207	0.6228	-0.1191	0.2906	0.07232	0.6074	0.0391	1.144	0.06326	-0.3797	-0.2033	1.013	-0.3249	0.08094	1.03	-0.0668	0.1072	-0.1947	0.2928	0.4418	0.0412	0.6061	0.032646	0.486762	0.11122	0.536642	0.219353	1.363	0.3744	-0.5382	0.7023	-1.031	-3.36	-0.4214	0.201	0.1787	0.3862	0.8679	0.693	-0.06248	-0.3019	0.163	-0.03617	0.3587	0.4402	-0.8967	0.1509	0.416	0.4065	-0.4029	0.3221	-0.05112	-0.4313	0.2334	-0.06459	-0.5799	-0.03041	0.02443	-0.8638	0.4142	-0.01446	1.393	-2.27	-1.74	0.5058	-0.4663	0.4532	0.09513	1.37	-1.146	-0.3281	-0.3046	0.9343	0.1954	-0.08274	1.36	-0.2305	-1.494	-0.151	-0.3822	-0.466	0.8879	-0.32715	0.69266	0.7239
"45"	1.573	-1.041	-0.3445	0.7508	-1.928	1.07	0.772	0.248	-2.329	0.4192	-0.668	0.149053	0.2927075	0.104546	0.4121	-0.1754	-0.275869	0.20058	0.296731	-0.531445	0.425718	0.345869	-0.04636	0.6985	0.206	-0.76832	0.2604	0.3429	-0.344135	0.25054	-0.502603	-0.7932	-1.95147	0.2955106	0.166185	0.961	0.0054708	0.04448	1.149	-0.159	-0.3449	-0.6906	-0.8012	-0.7501	0.5887	0.9579	-1.168	0.2899	0.454	-0.05646	0.1525	-0.1041	0.8798	0.0395206	0.558932	0.37467	0.595642	0.45002	1.3	1.042	-0.7844	-0.227	-0.8886	-2.156	-0.8587	0.5778	-0.07757	1.404	1.003	1.794	0.5387	0.7073	0.8692	0.511	1.14	1.06	-1.113	0.2291	0.6332	0.7147	-0.7158	-0.8897	0.5141	-0.08308	0.4636	-0.2184	-0.08476	-0.4212	0.1866	-1.366	0.6173	0.4797	0.8232	-2.578	-1.59	0.662	-0.6491	0.5054	0.1923	1.099	-1.117	-0.2099	-0.1594	1.519	-0.9384	-0.2286	1.758	0.05472	-1.262	-0.2688	-1.434	-0.8649	0.3211	-1.577	-3.318	1.285
"46"	0.07231	-0.776218	-0.3489	0.1134	-0.2575	0.3108	0.4866	0.23204	-0.5425	0.2758	-0.2834	0.6604	-0.2131025	-0.039237	0.2817	0.225448	-0.6562	0.9822	0.464986	-0.430417	0.129928	0.4068312	0.1792	0.5337	-0.2059	-0.28145	-0.178652	-0.27192	-0.067265	-2.153	-1.276	-0.08338	0.2327	-0.06624	0.2374	0.2522	0.080897	-0.2492	0.8142	-0.6738	-0.1288	-0.2394	-0.672	0.103	-0.06816	1	-0.2879	-0.08589	0.6912	-0.5183	0.2676	-0.5719	0.727	-0.0125534	0.21441	-0.26082	0.468734	0.392083	0.144	0.6483	0.09873	-0.2268	0.6175	0.03389	0.01652	0.8629	0.1426	0.4685	0.4413	0.6713	0.5998	0.5814	-0.04068	0.2912	0.667	0.6375	-0.4954	0.6402	0.4643	0.5219	-1.598	-1.43	0.2282	-0.3999	0.06172	0.01074	0.5174	-0.02608	0.5268	-0.9884	-1.061	0.8079	1.057	-0.1786	0.4637	0.2812	-0.8519	0.1306	0.2165	0.7108	-1.192	-0.06575	0.5197	1.947	-0.5413	-0.3224	1.333	-0.05213	0.1987	-0.5047	-0.0099	0.09028	0.7882	-2.966	-4.66	1.509
"47"	0.11531	-1.058	-1.339	-0.019814	-0.02507	1.242	2.15	-1.295	-0.124216	0.039953	-0.849	-0.5301	-0.2238925	-0.00219	-0.2478	0.3567	-0.091795	1.230352	0.50851	-0.12253	-0.20994	-0.02568	0.12044	0.6654	-0.01716	-0.11068	-0.4007	-0.0446	-0.7284	-1.531	0.5048	-0.8593	1.426	0.7985	-0.08584	0.1839	0.88	-1.468	0.04187	0.7989	0.2209	-0.6157	0.3837	-0.2473	0.5485	0.2998	0.075873	-1.568	0.3799	0.6034	0.5264	0.6298	-0.6173	2.182	0.45223	-0.381797	0.276412	0.50688	1.727	1.19	-0.1236	-0.2891	-0.9618	-4.463	-0.3218	-0.3303	0.6373	1.037	0.4934	0.2205	1.358	1.538	0.6055	-0.1777	1.392	0.6707	0.3078	-0.09466	0.6395	-1.735	-1.605	-1.03	0.04835	-0.4028	-1.989	0.5759	0.04753	0.4281	-1.251	-0.2133	-0.1404	0.03001	1.094	-0.1764	-0.6241	0.1283	-0.07379	-0.7283	-0.8474	1.201	-1.247	0.1774	-0.1741	1.386	-0.1872	0.01073	0.6367	-0.962	-0.7181	0.05848	-0.6898	0.2594	1.168	-0.8426	-0.5404	0.9394
"48"	0.9732	0.5402	-0.02002	0.2423	-0.4476	-0.9063	1.793	-2.583	-0.9146	-0.7463	0.1055	-0.1107	0.2349175	-0.025297	-0.7034	-0.4969	-0.2043	0.1515	0.430465	-1.376	1.037	0.247829	0.7071	-1.245	0.1439	-0.8284	0.5933	1.15	0.3096	-2.667	-1.17	-2.679	-1.123	-0.4715	1.22	0.9919	0.349	0.6575	-0.1521	-0.2621	-0.845	-0.3477	0.5317	0.3408	0.5906	0.2948	0.1558	0.2288	0.002882	0.5944	0.09537	0.6018	0.3907	0.6288	1.218	-0.3906	-1	1.754	1.433	0.86	-0.6985	0.1399	-0.3327	-0.5214	-0.2428	-0.1663	-0.1337	0.9657	0.5095	0.3996	0.2671	0.4586	0.1325	0.3244	0.1222	-0.4492	-1.245	-1.105	0.2585	-0.3229	0.4406	-0.5283	-0.8856	-1.194	-0.6981	0.253	-0.1664	-0.1899	-1.319	-0.07422	0.4567	0.1521	0.4785	0.6347	0.883	0.3684	0.5263	0.20945	0.09768	0.339	0.5279	0.1675	0.204	1.647	0.4579	-0.4212	0.7437	-0.3029	-0.9561	0.5056	-0.8807	0.1135	-0.1345	-0.1806	0.2557	-1.638
"49"	0.05333	-0.9977	0.8171	-0.1126	-1.365	0.5198	-0.089881	-0.3514	0.1795	-0.1272	-0.2294	0.15173	-0.2796	-0.158187	-0.4323	0.5902	-0.068362	0.28878	0.06069	-0.064012	0.8055897	1.56	-0.086825	0.2166	0.463	0.4268	1.106	-0.005857	-0.9242	0.203645	-0.3969	0.02492	-1.152	-0.6033	0.6504	-0.2839	1.442	0.7957	-0.5139	-1.132	-0.09384	0.02753	0.2999	-0.313	2.153	0.194	-0.04499	-1.491	-1.669	-0.7804	0.4316	0.145	0.5789	1.827	-0.1088577	-0.440482	0.6889	0.250833	-0.8781	-0.04182	-1.855	-0.08891	1.101	0.09381	0.6954	-0.04514	-1.054	1.28	0.127	1.777	0.04253	-0.3889	0.679	0.3068	1.93	0.2852	-1.018	-0.4451	0.266	0.9675	-0.8829	-1.28	-0.7311	-0.5002	-0.3686	0.7444	0.1451	0.3086	-0.3315	-0.7147	-0.5468	0.4006	0.26	0.5301	0.2374	0.02887	0.2338	0.08625	0.3441	1.381	-0.6846	-0.214461	-0.7556	0.5443	-0.03161	-1.218	0.09821	-1.03	-0.1316	1.277	-0.3582	0.158	0.1419	0.0714968	-0.6228	-2.541
"50"	-1.797	-0.9526	1.834	-0.1154	-0.5656944	-0.08881	-1.959	0.1006	0.091423	0.11169	-0.8411	0.304787	0.31191	0.07614	-0.4171	-0.6416	-0.094975	0.442913	0.41701	-0.468489	0.26125	2.99	0.326348	1.488	1.099	0.1007	1.836	0.5168	-3.279	1.497	-1.783	-0.63299	-0.9866	0.3055	1.662	-1.295	2.117	-1.637	-0.9221	-0.6091	1.056	0.7854	-0.154105	-1.032	3.654	0.7129	-1.378	-3.465	-0.3091	0.08346	0.9714	1.542	-0.4293	1.319	1.894	-1.65	0.266682	0.066253	-0.4842	-1.986	-0.26906	-0.3591	0.2343943	-0.4924	-0.4427	-0.7353	0.6354	2.325	-0.1803	2.546	-0.1497	0.3568	1.043	-0.2144	2.117	0.642	-0.3009	-0.9464	0.4957	1.365	0.0868	-0.68541	-1.972	-1.04	-1.702	1.566	0.08581	-0.7507	-2.143	-0.529	0.8939	0.8273	-0.3533	0.3789	0.2012	0.0656	-0.5051045	0.855	-0.2101	1.597	-1.157	0.5007	-1.961	-0.802	0.6801	-1.692	-0.07005	-0.9667	-1.29	1.524	-1.257	0.6747	-0.03235	-0.2947192	-1.108	0.37898
"51"	-0.02079	2.056	-0.618	-0.3437	-0.7586	-0.4613	0.1895	-0.5685	0.06938	1.405	-0.9855	-0.8287	-0.15369	0.111113	0.1156	0.5391	-0.4263	0.8565	0.501356	-1.228	-0.103	-0.7859	0.3291	-0.3201	-0.2486	1.08	-0.0452	-0.5237	-0.5018	-0.7261	-0.4576	0.09725	0.9789	0.222	-0.4333	-0.2675	0.2526	0.217	-0.05359	0.002399	1.479	-0.1241	-0.2058	0.5573	-0.6189	0.1854	0.06634	-0.4096	-0.0806	-0.534	0.24377	-0.8447	0.4292	-0.3067	0.09529	-0.8611	0.5422	0.320833	1.205	0.2105	3.16	-1.135	-0.3622	0.06949	-1.22	-0.6388	0.1379	-0.1673	-0.07455	0.2285	-0.373	0.2436	-0.6825	-0.8347	-0.2448	0.9077	0.3538	0.4644	-0.1575	0.579	-0.4344	0.4637	-0.3476	-0.8238	-0.4851	0.04492	0.6306	0.7001	-0.7331	0.04575	0.1557	-0.1189	0.6075	0.02062	-0.07207	-0.3736	0.1233	0.1817	0.3066	-0.384	0.4239	0.1174	0.7599	-0.3552	-0.4401	-0.1362	0.09671	-0.1919	0.3589	-0.1665	0.3823	0.6045	1.809	-1.639	-0.8663	-0.5086
"52"	1.184	1.147	-0.07338	0.5519	0.32	0.8223	0.1301	0.1271	0.2561526	0.1773	0.2601	0.190298	-1.767	-0.1345644	0.05927	0.404594	-0.116923	-2.231	-2.728	0.48298	0.2096	0.109977	0.1537	-0.335449	-0.5538	0.194	-0.1634	-0.03187	-0.139	-0.4603	-0.3208	-0.1599	0.8658	-0.1972	-0.2655	-0.5507	0.3864	0.5298	-0.2068	0.4042	-0.1057	-0.2283	-0.04496	0.7601	0.3079	0.5312	0.6712	0.1192	-0.4278	-0.08022	0.4117	0.009166	-0.199	-0.245354	-0.42145	-0.580677	0.05208	-0.09784	0.3871	-0.2197	-0.1302	0.1792	-0.6714	-0.131	0.07459	-0.201	-0.3953	0.1639	0.3587	-0.06824	-0.04175	0.3058	-0.1233	-0.1624	-0.0196	-0.07204	0.08105	0.4606	-0.2163	0.4483	-0.2872	-0.003115	-0.1934	-0.4415	-0.3079	-0.3448	-0.1552	0.1873	-0.5978	0.198	0.3309	-0.5027	0.08971	0.8878	-0.002841	-0.3064	-0.6905	0.02297	0.05787	0.2272	-0.2359	-0.3423	-0.1929	0.03904	0.01133	-0.515	-0.3691	-0.1547	0.1631	0.1867	0.6025	0.5167	0.2466	0.4036	0.06888	0.2996
"53"	0.4188	0.3597	0.8095	1.186	0.1079	0.1732	0.696	-0.0935447	1.714	1.243	1.283	-0.002395	0.3642575	0.165709	0.3477	0.8167	1.287	-1.507	-2.053	-0.8901	-1.382	-2.635	-2.471	0.1339	-0.25617	0.5591	-0.1013	-0.8008	-0.3909	-1.48	-0.1557	0.4292	0.4789	0.5469	-0.4144	-0.1826	0.0995	0.4639	-0.09566	0.1393	-0.2696	-0.4832	0.8851	0.6882	-0.107	0.6463	0.4513	0.2313	0.2093	-0.4941	0.4568	-0.1847	0.1131	0.0472	-0.333996	0.7068	1.592	0.24026	-0.3748	0.1634	-0.63737	-0.4647	-1.354	-0.9049	-0.6703	-0.1129	0.067476	-0.4863	0.05232	0.07757	0.02907	0.4077	-0.6025	0.3674	0.5522	0.9768	-0.8481	0.8054	0.2965	0.5971	-0.2864	0.1007	0.1434	-0.2397	-0.1231	-0.421	0.1206	-0.3669	-0.972	0.1708	-0.8973	-0.3059	1.306	-0.9643	-0.351	-0.2436	-0.3587	-0.1962	0.035675	0.636	0.04091	0.2025	0.281	-0.7221	-0.3141	-0.1652	-0.9332	0.3691	0.179619	0.1176	0.3913	0.5705	0.3925	0.3484	0.5127	-0.01554
"54"	1.034	-0.641	0.7748	-0.9339	-0.6207744	0.3465	-0.7708	2.363	1.977	1.757	0.02425	-0.158832	-0.2250825	0.10096	-0.2886	1.08	-0.2815	-0.8237	0.296966	-3.685	-1.966	0.1212912	-0.1722	1.924	-0.4822	-0.46766	-0.2908	0.007732	-0.1104	0.9283	-1.883	-0.2693	-2.938	2.037	-0.8899	-0.4011	0.395	-0.4166	0.2818	-0.4212	0.2529	0.3223	-0.8324	0.07172	-0.3235	-0.1202	-0.7072	-1.213	0.2098	-1.924	1.005	-0.1532	0.07865	0.5397	2.053	-0.5857	3.955	0.421233	0.7847	0.5469	1.613	-1.44	-0.2708	-1.197	-0.06981	-0.4234	0.3553	0.9745	-0.008692	1.408	1.38	1.254	1.029	0.0812	0.991	0.6916	-0.7943	0.4662	0.08935	1.975	-1.008	-0.4475	-0.4837	-0.01689	-1.108	-1.673	-0.3786	-0.279	-0.8482	-1.451	-1.428	0.6679	1.328	-0.8515	-1.352	0.07322	-0.8969	1.045	0.5985	0.6488	-0.4173	0.1523	-0.3402	0.3237	-0.6433	-1.848	0.5906	-1.986	-0.02524	-0.7216	0.5451	0.5673	1.168	-0.685696	0.6015	0.3573
"55"	0.945	1.192	0.4348	-0.4109	-1.243	-0.1045	-1.245	1.41	2.468	2.32	0.08927	-0.0294794	-2.341	-0.7753	-0.8486	0.9359	-1.271	0.359593	-0.555	-1.194	-0.9182	-1.146	0.3689	0.895	-0.3115	-0.6718	0.6979	0.1714	-0.3027	0.518	-1.821	-0.9217	0.791	1.453	-1.089	-1.189	1.002	-0.4809	-0.0295	0.4725	0.2926	0.2249	0.0553	-0.2756	0.5692	0.6265	-0.02857	-1.077	0.4235	-1.247	0.955	-0.7296	0.2503	0.1514	-0.2416	-1.604	3.153	-0.069703	1.874	0.06159	1.447	-0.7305	-0.8331	-0.8008	-0.7391	-1.272	0.3099	0.3305	-0.6687	0.9374	2.073	1.236	0.2013	-0.6248	1.75	0.6826	-0.7994	0.7272	0.2323	2.07	0.04439	0.6575	-0.8698	-0.7639	-1.614	-1.113	-0.7986	0.2739	-1.885	-1.664	0.5095	0.4979	0.526812	-1.188	-1.621	0.2332	0.6431	0.8616	0.5255	0.7878	-0.8783	0.5403	-0.3943	-0.2514	0.1177	-1.156	-0.02147	-1.695	0.09672	-0.07366	2.106	0.5803	0.7272	-1.297	0.1275	-0.1918
"56"	-0.7987	-0.213617	0.372	-0.5007	-0.498103	-0.07528	-0.7985	0.3205	-0.045306	1.985	-1.751	-0.514634	-0.4483925	0.05448	-0.200991	1.133	-0.211245	1.027123	0.77201	-0.25962	0.025448	0.2066912	0.26453	1.223	-0.55221	-0.9441	0.5365	-0.12	2.442	-0.1744	-0.06389	0.707	0.8297	0.1057	-1.137	-0.1308	-0.3957	-0.21105	-0.1239	0.3171	0.0692	-0.03142	-0.2791	1.241	-0.0902	-0.6419	-0.7549	-2.362	-0.2269	-0.4433	0.2956	-0.0257	0.472876	-0.255	0.25989	-1.006	1.76	0.454853	0.842	0.4526252	-1.02	-0.1489	0.2305	-1.091	0.001484	0.4469	0.3936	1.686	-0.3789	1.397	0.5447	0.8133	-1.832	0.727	0.9368	1.126	-0.6945	1.079	2.024	0.2318549	0.05822	0.3923	-0.494	-1.989	-0.3874	-0.2024	0.6882	-0.355334	-1.231	-1.269	-0.3528	-0.4273	0.3191	-0.7317	0.5106	-0.51	-1.006	0.1814	0.5033	1.004	-0.1645	-0.285786	1.654	1.246	-0.8025	-1.029	0.6784	-0.4163	-0.6414	-1.359	-1.502	-1.465	1.724	-0.7619	0.332745	0.58462
"57"	0.06833	-0.2645308	0.1219	0.03617	-0.1827	-0.8915	-0.09267	0.155057	0.5663	1.264	-0.3587	-0.0178	-0.1394625	0.040596	0.1695	1.398	-0.17214	0.181513	-0.24791	-2.03	-0.24255	-0.5212788	0.04541	1.095	0.4228	-0.00407	-0.1197	-0.262111	2.063	0.123626	0.5838	0.8207	0.3364	-0.4135	-1.404	-0.2071	-0.294151	-0.39454	-0.1441	0.5429	-0.06505	-0.1647	-0.4603	0.8177	-0.6155	-0.5922	-0.3532	-0.16805	-0.7421	-0.4306	0.4174	0.3348	0.2087	-0.002941	0.02978	-0.40883	0.283552	0.620603	-0.04728	0.833	-0.2616	-1.043	-0.5728	-1.019	-0.01277	0.1926	0.154184	1.427	-0.1991	0.781	0.4035	0.3061	-0.545	0.1798	0.8027	0.9182	-0.5007	1.112	0.902	0.9195	-1.279	-0.07386	0.1259	-1.897	-0.058234	-0.4496	2.236	-0.4754	-1.299	-0.08378	0.04815	-0.1045	-0.338	-0.7829	0.5124	-0.7652	-0.9413	0.2302	0.4381	0.4944	0.8733	0.1739	1.401	0.8583	-1.552	-0.9018	0.2632	-0.1805	-0.1066	-1.411	-0.5452	0.3769	1.692	-2.921	1.229	-1.353
"58"	0.319	-0.5161	1.207	-0.1089	-0.4919	-0.1256	-0.02879	0.9642	0.7391	1.241	0.3282	0.9141	0.844	0.6467	0.3954	1.176	-0.1615	-1.042	-0.3141	-5.259	-0.4653	-0.4972	-0.3422	0.8883	-0.4793	-0.1975	0.2382	0.1557	-0.1865	0.2573	-0.4662	0.4806	-1.265	-0.1686	-0.05094	-0.1192	0.006933	-0.4546	0.5418	-0.3142	0.4219	0.6332	-1.177	0.7367	-0.7186	-0.1053	-0.5253	-0.09928	0.1608	-0.6377	0.2503	-0.2803	1.473	0.08964	-0.06635	-0.3677	0.06162	-0.9688	-0.3934	1.123	-0.5997	0.3478	1.191	0.0375	0.7761	0.6226	-0.8518	0.42431	-0.2257	2.036	1.331	0.2474	0.2393	1.309	0.398	0.9146	0.4276	-0.0828	0.02631	0.5819	0.009384	-1.977	-0.7658	-0.1109	-0.3653	0.2467	0.7464	-0.7061	0.106089	-0.02943	-0.6995	0.5649	0.7883	0.2494	-1.18	0.1252	-0.3079	0.2966	0.7065	-0.4172	-1.129	-0.6657	0.6227	1.019	-1.234	-0.9114	0.7325	-0.8181	0.2267	0.1063	-0.7629	-0.5307	0.3202	-0.6558	-0.7565	0.06024
"59"	0.1916	-0.1455	-1.519	0.6486	0.4277	-0.319	-0.1312	0.6058	-0.0994	2.596	-0.1352	0.116661	-0.11918	0.22006	0.04297	1.625	-0.27621	0.143913	0.2462	-2.241	-0.60439	-0.3735648	-1.287	0.3305	1.125	-0.4813	-0.3236	-0.480301	-0.6563	-1.084	0.19	-0.4362	0.7675	0.9526	-0.03172	1.532	-0.1548	-0.02741	-0.191	0.338	0.3071	0.7124	0.8248	-0.4061	0.3147	0.6119	-0.1261	-0.7961	-0.162	-0.1135	-0.1675	-0.2201	-0.2342	-0.6941	-0.64077	-0.473707	1.518	0.087683	0.09784	-0.4349	0.3866	-0.718	-0.8606	-0.7053	-0.3187	-0.3162	-0.3496	1.318	-0.2932	1.017	-0.2166	1.289	-1.49	-0.5503	-0.8644	0.9381	-0.3408	0.08776	1.422	0.1854	-0.4241	0.02104	0.6978	-0.5754	-0.5227	-0.2567	0.4519	0.6805	-1.301	1.62	0.8131	-0.3086	-0.1901	-0.836	-1.108	-0.6693	-0.3574	0.7901	0.729	1.513	0.5022	-0.3312	1.85	-0.4518	-0.05974	0.6621	-1.324	-0.6516	-0.2197	-0.5261	0.03966	-0.4692	-0.07321	-1.463091	-2.218	0.07096
"60"	-0.2053	-1.724	-0.1896	0.2838	-0.9462	-0.6399	-0.3461	-0.04007	1.866	0.2991	-0.2351	1.081	0.54068	1.045	-0.1339	-0.2354	-0.5088	-0.5971	0.487976	-0.4812	-0.1866	2.154	-1.161	0.5905	-0.4821	-0.2603	0.5974	1.543	-0.4153	0.9695	0.122	0.3578	-0.1095	0.2336	-0.9037	-0.918	-0.5019	0.1546	0.326	1.011	0.3081	-0.2286	0.1538	-0.2351	0.5536	0.6859	-0.7841	-0.9871	-0.07903	-0.5255	0.4775	0.01491	0.2208	-1.341	0.336647	-0.3505	0.01382	0.6594	1.21	0.3881	-0.7095	-0.555	-0.9677	-0.5393	-0.6337	1.074	-0.1376	-0.4384	-1.191	1.152	0.436	-0.1934	-1.558	-0.7347	-0.1749	0.2647	-0.09022	0.9803	-0.8485	2.815	-0.8205	0.6646	-1.02	-0.8538	0.3489	-0.09512	1.74	-0.1319	-0.6511	-0.5773	0.2026	-1.036	-0.6446	-1.366	-0.5801	-0.3877	0.8552	0.6137	0.3756	-0.1791	-0.4252	0.08339	-0.001122	1.35	-0.1072	-0.9393	1.025	-0.58	-0.6671	1.807	-0.05876	-0.4246	-0.1676	-0.4996	0.2236	2.504
"61"	-0.5409	1.305	-0.4591	0.8582	0.3053	0.3406	-0.5107	-0.2156	-1.594	-0.6014	-0.9087	0.37088	0.58172	0.4207756	0.3405	-0.492	-1.941	-0.18437	0.658596	-1.591	0.8638	0.3098842	2.07	-0.07361	0.9018	0.8316	1.055	-0.9612	0.2976	0.9834	0.7788	-2.603	-1.161	-2.689	1.711	-0.5021	-0.764259	0.2795	-0.5361	1.816	1.308	-0.6067	1.227	-0.9523	0.1095	-1.371	-1.638	-1.503	-0.7271	1.495	0.8393	-0.1632	-0.6953	-0.5383	0.2987	-2.111	1.557	-0.9368	1.879	-0.791	2.326	-1.679	-0.4388	1.142	-1.081	1.377	1.545	-0.5	-0.3723	1.238	-1.054	-0.2461	1.248	-0.5094	1.098	-0.413	-0.3079	-0.9043	-0.6612	-1.428	-0.3911	1.642	1.455	-0.4215	0.08421	2.31	-0.7141	2.206	-0.1918	-0.268	0.09197	-0.2756	-0.8652	-0.5191	-0.01177	-0.6573	1.575	0.819	-0.9011	0.2663	-0.9188	0.6377	0.04022	1.425	-0.1828	-0.3699	1.4	-0.5296	-0.6168	-0.6692	0.8686	-0.4792	0.3507	0.24102	-1.502	-1.875
"62"	-0.692839	-0.9599	-0.7061	1.147	-0.594793	0.7586	-0.6507	0.7394	1.268	-0.20303	-0.967598	0.198974	0.5317175	0.4731496	-1.348	0.351	-0.165182	0.0643	0.16383	0.616488	-0.09182	0.22593	0.367272	-0.400326	0.5829	-0.8153	1.499	0.1428	1.872	0.0364	0.1699	-1.75	1.093	0.4355	1.265	-3.585	-0.7059	-1.143	0.4719	0.3769	1.248	0.7974	-0.004294	-0.9872	0.1626	-0.1011	-1.154	0.1528	0.089976	0.394328	0.1164	0.2808	-1.324	0.5408	-1.422	1.758	0.7997	2.685	-0.9852	-1.651	-0.8185	-1.31	0.7933	0.3526	-0.2187	0.8867	-0.5436	0.2385	0.5662	0.6543	-0.8102	-0.162484	-0.7597	-0.1669	-0.271	0.3335	-1.405	1.583	-0.2877	1.409	0.2434	-0.01455	2.045	1.593	0.8597	-0.9803	-1.553	-0.2881	1.86	-1.101	-2.733	-0.4741	-0.1477	0.5154	-0.1933	0.1472	-0.198	0.056929	0.4884	-1.364	0.6367	-0.9628	-1.679	-0.4984	0.7297	1.019	0.5365	0.6008	-1.885	0.6993	0.8771	0.1383	0.102908	0.19783	0.099547	0.223587
"63"	-0.861119	2.048	-0.2885	0.07078	-1.048	0.20616	-0.9811	-0.065326	-0.643621	0.6192	-2.504	1.197	-0.2945025	-0.2216	-2.166	0.3536	-0.065248	0.35531	0.47068	0.24205	-0.38548	-0.9474	0.43224	-0.7943	0.2762	-1.464	2.178	0.4831	0.811	-0.5810578	-0.73323	-2.402	0.5127	0.6048	0.1095	-1.11	-1.1727	-0.366225	0.4792	-0.2818	0.8823	1.265	0.08101	-0.9579	-0.3091	0.4062	-1.148	0.7232	-0.6408	-0.8072	0.9187	-0.7749	-1.625	0.8571	-0.1739	1.23	0.1141	1.176	-0.3109	-1.084	-1.126	-1.396	1.052	1.183	-0.3564	0.991	0.4297	0.03291	0.6687	0.6578	-1.256	-1.861	-0.4713	-1.394	-1.107	0.673	-1.863	1.028	-1.053	0.8943	0.9848	0.6959	1.305	0.4285	1.361	-1.476	-0.9132	-0.1577	2.228	-1.495	-0.03209	-0.09971	0.3447	-0.2751	0.2392	-0.6704	0.6855	0.697	0.5169	-1.581	0.8691	-0.8513	-1.091	-0.28	0.9411	1.613	0.4739	0.8253	-1.54	1.17	-0.381845	1.031	0.3917	-1.771	-0.9671	1.451
