"#name"	arr1	arr2	arr3	arr4
"23*24255003.5*23DK3"	0.13549	0.138393	0.123448652	-0.07957
"23*24296712*23DK3"	0.25449	0.258393	-0.079562672	0.02013
"23*24352992*23zUY$z1B"	0.16749	0.221393	-0.098300728	-0.17697
"23*24389124.5*23zUY$z1B"	0.12749	0.174393	0.097553889	-0.09187
"23*24448619.5*23zUY$z1B"	0.18849	0.255393	-0.168406772	0.00297
"23*24519254.5*23OLnñ"	0.17849	0.299393	0.098021288	0.22803
"23*24588557.5*23OLnñ"	0.14749	0.285393	-0.030166333	-0.17297
"23*24680175.5*23OLnñ"	0.16449	0.258393	-0.134388036	-0.21597
"23*24711249.5*23OLnñ"	0.05479	0.203393	-0.102863232	-0.21397
"23*24793449*nñRX"	0.09639	0.055893	-0.009478467	-0.11497
"23*24923390.5*chrX:024923361-024923420"	0.08579	0.119393	-0.173496311	-0.10897
"23*25097650.5*chrX:025097621-025097680"	0.14349	0.102393	-0.113107027	-0.00357
"23*25269637.5*chrX:025269608-025269667"	0.11849	0.204393	0.035394558	-0.21197
"23*25391490.5*chrX:025391461-025391520"	0.06329	0.233393	0.016567513	-0.21797
"23*25576318.5*chrX:025576289-025576348"	0.19349	0.188393	-0.117632421	0.18903
"23*25692793.5*chrX:025692764-025692823"	0.04709	0.228393	-0.055176584	-0.10697
"23*25845790.5*chrX:025845761-025845820"	0.03089	0.202393	-0.011616346	-0.25797
"23*25917174.5*MGzU33889"	0.20449	0.326393	-0.036390545	-0.07337
"23*25971391.5*MnñGEB6"	0.05539	0.222393	-0.090765633	-0.11597
"23*25972190*MnñGEB6"	0.10849	0.321393	0.061645084	-0.15897
"23*26172108.5*chrX:026172079-026172138"	-0.01321	0.232393	-0.0075321	-0.17897
"23*26324187.5*chrX:026324158-026324217"	0.15449	0.312393	-0.094502362	-0.06657
"23*26417887.5*chrX:026417858-026417917"	0.06199	0.179393	-0.060468713	-0.13697
"23*26627157.5*chrX:026627128-026627187"	0.19049	0.214393	0.021588752	0.13103
"23*26811417.5*chrX:026811388-026811447"	0.05919	0.141393	0.003177613	-0.04097
"23*27024595.5*BzU024027"	0.01779	0.089493	0.104439146	-0.23797
"23*27238273.5*qJ32867"	0.06929	0.194393	0.101985415	-0.16097
"23*27261787.5*chrX:027261758-027261817"	0.06179	0.237393	-0.088742594	-0.17797
"23*27379548.5*chrX:027379519-027379578"	0.02579	0.158393	-0.085088607	-0.13297
"23*27479033.5*chrX:027479004-027479063"	0.06279	0.256393	-0.182214893	-0.20297
"23*27589527.5*MnñGEB10"	0.19249	0.364393	-0.182784719	-0.07957
"23*27600414.5*MnñGEB10"	0.17449	0.312393	-0.12858619	-0.11197
"23*27909234.5*chrX:027909205-027909264"	-0.02611	0.198393	-0.011569684	-0.18697
"23*28206219.5*chrX:028206190-028206249"	0.06449	0.049893	-0.038195127	-0.03797
"23*28318238.5*chrX:028318209-028318268"	0.03029	0.231393	-0.163349212	-0.17497
"23*28567154*IL1Rnñ23L1"	0.17349	0.209393	0.146672391	0.16503
"23*28822839.5*IL1Rnñ23L1"	0.26749	0.319393	-0.05705208	0.10903
"23*29060792.5*IL1Rnñ23L1"	0.07939	0.231393	-0.142781966	-0.11897
"23*29420534.5*IL1Rnñ23L1"	0.11749	0.083293	-0.103200911	-0.04797
"23*29733159.5*IL1Rnñ23L1"	0.21849	0.254393	-0.027796679	-0.10897
"23*29828360.5*chrX:029828331-029828390"	-0.04481	0.118393	-0.178198897	-0.18497
"23*29921872.5*chrX:029921843-029921902"	0.19449	0.297393	-0.202438537	-0.09297
"23*29996880.5*MnñGEB2"	0.12449	0.073993	-0.074046874	0.02203
"23*30014194.5*MnñGEB3"	0.04729	0.152393	-0.135107147	-0.02187
"23*30020023*MnñGEB4"	0.06749	0.105393	0.15480947	-0.11497
"23*30024063.5*MnñGEB1"	0.17449	0.170393	-0.088427188	-0.25997
"23*30083499.5*NR0B1"	0.04569	0.083193	-0.141890401	-0.02197
"23*30204115.5*chrX:030204086-030204145"	0.20549	0.324393	-0.096430402	-0.17897
"23*30337219.5*zUXorf21"	0.12749	0.224393	-0.102829054	-0.20097
"23*30468897.5*GK"	0.17649	0.279393	-0.11238452	0.03153
"23*30478610.5*GK"	0.10369	0.124393	-0.097781426	0.01426
"23*30587903.5*chrX:030587874-030587933"	0.20049	0.344393	-0.133874649	-0.13497
"23*30608607.5*$znñB3"	0.07639	0.031593	-0.021664654	0.01356
"23*30632757.5*$znñB3"	0.19149	0.199393	-0.182098867	0.09393
"23*30637431.5*$znñB3"	0.21349	0.290393	-0.071546408	-0.04787
"23*30774661.5*chrX:030774632-030774691"	0.14449	0.167393	-0.210820595	-0.03657
"23*30849025.5*chrX:030848996-030849055"	0.20649	0.368393	0.0054264725	-0.02787
"23*30849085.5*F$zHL17"	0.16049	0.332393	0.007718897	-0.13097
"23*30899622.5*DMD"	0.14449	0.266393	-0.193983516	-0.11097
"23*30956089.5*DMD"	0.04379	0.297393	-0.154768255	-0.24297
"23*31019386.5*DMD"	0.07019	0.260393	-0.112987358	-0.20297
"23*31093094.5*DMD"	0.10949	0.302393	-0.036376272	-0.04547
"23*31222402*DMD"	0.04239	0.087193	-0.071094151	-0.05007
"23*31286053*DMD"	0.18049	0.152393	-0.118286287	-0.03687
"23*31435791.5*DMD"	0.13349	0.233393	0.039696528	-0.16397
"23*31653030.5*DMD"	0.05769	-0.073307	-0.058135429	-0.05147
"23*31774150.5*DMD"	0.07179	0.233393	-0.3299632	-0.18797
"23*31846618.5*DMD"	0.18849	0.264393	0.007907514	0.09633
"23*31949847.5*DMD"	0.11249	0.220393	-0.105067025	-0.12897
"23*31994713.5*DMD"	0.02209	0.185393	-0.315646655	-0.34597
"23*32048639.5*DMD"	0.04359	0.152393	0.068434042	-0.26197
"23*32087951.5*DMD"	0.02719	0.185393	0.03355874	-0.10997
"23*32142955*DMD"	0.13649	0.291393	-0.199943293	-0.10197
"23*32226648.5*DMD"	0.03489	0.255393	0.035445807	-0.17497
"23*32232344*DMD"	0.14149	0.350393	-0.127581049	0.01106
"23*32373532.5*DMD"	0.09459	0.324393	-0.107580376	-0.10697
"23*32422874*DMD"	0.21749	0.281393	0.064945812	0.31703
"23*32477055.5*DMD"	0.28949	0.392393	0.022884585	0.07273
"23*32539558.5*DMD"	0.18649	0.357393	-0.040644949	0.03293
"23*32594376.5*DMD"	0.09039	0.212393	-0.030864186	-0.01937
"23*32797938.5*DMD"	0.09009	0.289393	-0.070206042	-0.11297
"23*32989139.5*DMD"	0.18649	0.292393	-0.107815691	-0.08337
"23*32989225.5*DMD"	0.16249	0.404393	-0.079298681	0.20903
"23*33224922.5*chrX:033224893-033224952"	-0.05121	0.067893	-0.013821014	-0.20997
"23*33364224.5*chrX:033364195-033364254"	0.08329	0.181393	0.02181336	-0.10397
"23*33478444.5*chrX:033478415-033478474"	0.14949	0.183393	-0.018652742	0.02153
"23*33812408.5*chrX:033812379-033812438"	0.09489	0.187393	0.006222097	-0.19897
"23*33898209.5*chrX:033898180-033898239"	0.15049	0.263393	-0.089364654	0.15603
"23*33908228*FnñM47nñ"	0.08529	0.058593	0.076603146	-0.05587
"23*33919010.5*chrX:033918981-033919040"	0.18849	0.231393	-0.097215375	-0.25597
"23*34241434.5*chrX:034241405-034241464"	0.19349	0.186393	-0.184458081	0.007698
"23*34383487.5*chrX:034383458-034383517"	0.02439	0.081893	-0.207262282	-0.18097
"23*34404945.5*$zM4SF10"	0.12449	0.130393	-0.161379388	-0.31997
"23*34428546.5*$zM4SF10"	0.15949	0.312393	-0.068517063	-0.05577
"23*34548467.5*chrX:034548438-034548497"	0.21649	0.270393	-0.112147508	0.07483
"23*34658325.5*chrX:034658296-034658355"	0.35349	0.247393	0.053932213	0.23603
"23*34835041.5*chrX:034835012-034835071"	-0.04861	-0.120607	-0.051984662	-0.08067
"23*34926276.5*chrX:034926247-034926306"	0.25249	0.187393	0.131743024	0.05843
"23*35245150.5*chrX:035245121-035245180"	0.06229	0.143393	-0.10675676	-0.21297
"23*35440552.5*chrX:035440523-035440582"	0.10649	0.340393	0.006085134	0.10543
"23*35543588.5*LOzU139604"	0.09369	0.217393	0.055849574	-0.09127
"23*35657164.5*chrX:035657135-035657194"	0.05869	0.206393	-0.058337934	-0.09167
"23*35703878.5*zUXorf22"	0.22749	0.314393	-0.122884476	0.10593
"23*35744359.5*zUXorf22"	0.04289	0.162393	0.120366359	-0.06117
"23*35767265.5*zUXorf22"	0.04109	0.166393	-0.088709179	-0.16197
"23*35876573.5*qJ36601"	0.00161	0.154393	-0.132920846	-0.26397
"23*35903479.5*qJ36601"	0.18349	0.381393	0.006844109	0.03613
"23*35915766.5*qJ36601"	0.04369	0.176393	-0.055936399	-0.26297
"23*36030307.5*LOzU158730"	0.09459	0.090493	0.074543507	-0.20997
"23*36126985.5*LOzU158730"	0.02829	0.136393	-0.026149646	-0.05127
"23*36264694.5*chrX:036264665-036264724"	0.23949	0.207393	-0.095786021	0.13503
"23*36486945.5*chrX:036486916-036486975"	0.25349	0.340393	0.075215856	-0.07447
"23*36963561.5*chrX:036963532-036963591"	0.17449	0.265393	-0.101606922	-0.19697
"23*36979650.5*23RRG1"	0.25649	0.348393	-0.188909424	0.23803
"23*37025129.5*23RRG1"	0.10849	0.189393	-0.116778964	-0.11497
"23*37071985.5*23RRG1"	0.09979	0.152393	-0.30358436	-0.14097
"23*37115136.5*LOzU389844"	0.07409	0.198393	0.168072218	-0.20797
"23*37252691.5*LnñNzUL3"	0.08719	0.175393	0.105759293	-0.06297
"23*37327631.5*XK"	0.20749	0.495393	0.068525626	-0.02037
"23*37397647.5*zUYBB"	0.12749	0.186393	-0.107531794	-0.16197
"23*37455199.5*$zzU$zE1L"	0.14349	0.047193	0.148618651	-0.15997
"23*37543496.5*$zHzU2092936"	0.12349	0.090093	-0.139797966	-0.15997
"23*37606341*zUXorf27"	0.17649	0.368393	-0.103409979	-0.05847
"23*37669714.5*SY$zL5"	0.24449	0.303393	-0.006374059	-0.03607
"23*37709767.5*SY$zL5"	0.16549	0.155393	-0.028127266	-0.02387
"23*37753139.5*chrX:037753110-037753169"	0.06769	0.076193	-0.092335111	-0.07567
"23*37793810*SR23X"	0.12849	0.197393	-0.228840832	-0.17297
"23*37831125.5*SR23X"	0.25649	0.374393	0.225259808	0.06023
"23*37885197.5*R23GR"	0.06649	0.043293	-0.047268562	-0.06617
"23*37938387.5*R23GR"	0.18649	0.285393	-0.238712938	-0.03407
"23*37996823*O$zzU"	0.08649	0.165393	-0.048162062	-0.07667
"23*38036561.5*O$zzU"	0.15049	0.325393	-0.06210379	-0.08577
"23*38074109.5*chrX:038074080-038074139"	0.14349	0.362393	0.116420754	-0.14997
"23*38197569.5*$zM4SF2"	0.14849	0.205393	-0.092183928	-0.03587
"23*38247785.5*$zM4SF2"	0.38449	0.279393	0.17973213	-0.19897
"23*38288315.5*$zM4SF2"	0.54549	0.316393	-0.097335381	0.05313
"23*38304138.5*$zM4SF2"	0.56549	0.302393	-0.010698752	0.12903
"23*38420441*MID1I231"	0.18349	0.131393	0.036747585	-0.02207
"23*38463571.5*chrX:038463542-038463601"	0.11049	0.211393	0.096988501	-0.16097
"23*38629748.5*chrX:038629719-038629778"	0.09679	0.248393	-0.070049321	-0.15997
"23*38732561.5*LOzU389846"	0.15549	0.230393	-0.020179351	-0.03327
"23*38925019.5*LOzU286442"	0.17549	0.371393	-0.040862764	-0.10397
"23*39128184.5*chrX:039128155-039128214"	0.21149	0.262393	-0.050268151	-0.18997
"23*39230404.5*chrX:039230375-039230434"	0.31349	0.408393	-0.006976653	0.09863
"23*39332997.5*chrX:039332968-039333027"	0.24049	0.234393	-0.101599449	-0.14397
"23*39529972.5*chrX:039529943-039530002"	0.23749	0.347393	-0.120370565	0.45203
"23*39669511.5*BzUOR"	0.22149	0.287393	0.023169607	-0.14297
"23*39678039.5*BzUOR"	0.10309	0.063693	-0.180475816	0.06663
"23*39725906.5*BzUOR"	0.22349	0.231393	-0.017613466	-0.04407
"23*39937123.5*chrX:039937094-039937153"	0.22149	0.251393	-0.093134196	0.05843
"23*40094991.5*chrX:040094962-040095021"	0.21349	0.234393	0.009235305	-0.12697
"23*40198345.5*nñ$z236nñ232"	0.15949	0.261393	0.054631657	-0.13297
"23*40204593*nñ$z236nñ232"	0.01608	0.059693	-0.10207314	-0.01177
"23*40219556.5*nñ$z236nñ232"	0.14549	0.201393	-0.028486386	0.08133
"23*40262593*zUXorf38"	0.20449	0.180393	-0.210866453	0.02733
"23*40291009.5*zURS232"	0.20549	0.241393	-0.084836334	-0.18597
"23*40323806.5*zURS232"	0.09089	0.231393	-0.008289684	0.23503
"23*40344273.5*zURS232"	0.23149	0.288393	0.121364068	0.30603
"23*40451512.5*MKRN4"	0.27549	0.265393	-0.180524572	0.21803
"23*40487261.5*$zHzU2058243"	0.34049	0.349393	-0.214339159	0.69803
"23*40739104.5*US239X"	0.18949	0.324393	-0.1155594	0.24503
"23*40778312*US239X"	0.07809	0.116393	-0.081060023	0.11103
"23*40833883.5*US239X"	0.30249	0.293393	-0.179357399	0.18903
"23*40845894.5*US239X"	0.24449	0.285393	-0.226490301	0.10633
"23*40973393.5*DDX3X"	0.29749	0.402393	-0.060966152	0.29303
"23*41028025.5*chrX:041027996-041028055"	0.15249	0.204393	-0.075972705	0.12603
"23*41063215.5*NYX"	0.14349	0.159393	0.179276459	0.13703
"23*41135816.5*zUnñSK"	0.21849	0.291393	-0.059520803	0.06773
"23*41194029.5*zUnñSK"	0.19149	0.134393	-0.002608647	0.05283
"23*41293689.5*zUnñSK"	0.10949	0.152393	0.023202084	-0.00967
"23*41310044.5*zUnñSK"	0.29849	0.393393	-0.042922441	0.37303
"23*41343265.5*zUnñSK"	0.25449	0.287393	-0.219351606	0.19603
"23*41402747.5*zUnñSK"	0.21349	0.282393	-0.231596583	0.24503
"23*41468658.5*zUnñSK"	0.26049	0.284393	-0.010407323	0.24003
"23*41530557.5*zUnñSK"	0.08109	0.200393	0.066506778	0.01508
"23*41597524.5*chrX:041597495-041597554"	0.09739	0.170393	-0.066297106	0.31203
"23*41746132.5*chrX:041746103-041746162"	0.07079	0.200393	-0.124857531	0.06683
"23*41858958.5*chrX:041858929-041858988"	0.15549	0.243393	0.393311557	0.10523
"23*42131923.5*BG679461"	0.09869	0.242393	0.260527007	0.06623
"23*42356496.5*chrX:042356467-042356526"	0.14049	0.293393	0.220767442	0.16003
"23*42392922.5*2323231R2239"	0.19349	0.286393	0.613578951	0.22603
"23*42477739.5*chrX:042477710-042477769"	0.11149	0.342393	0.298406361	0.18303
"23*42649054.5*chrX:042649025-042649084"	0.09699	0.048693	0.086464271	0.02293
"23*42746503.5*chrX:042746474-042746533"	0.19549	-0.074407	0.173157799	0.14403
"23*43115783.5*chrX:043115754-043115813"	0.08059	0.279393	0.276973908	0.11103
"23*43245519.5*LOzU441491"	0.17649	0.295393	0.26200038	0.14403
"23*43273102.5*MnñOnñ"	0.14149	0.267393	0.011889528	0.12503
"23*43327368.5*MnñOnñ"	0.0024	0.157393	0.151223627	-0.01367
"23*43351905.5*MnñOnñ"	0.24449	0.375393	0.195860838	0.34003
"23*43382953.5*MnñOB"	0.08179	0.202393	0.078122315	0.08123
"23*43454486.5*MnñOB"	0.13749	0.209393	0.103985254	0.09853
"23*43490970.5*MnñOB"	0.20749	0.283393	0.424250644	0.23103
"23*43588910.5*ND23"	0.03569	-0.001947	0.252872448	0.03383
"23*43658160.5*chrX:043658131-043658190"	0.15449	0.286393	0.221080867	0.16203
"23*43764139.5*EFHzU2"	0.20749	0.257393	0.12958615	0.22903
"23*43850864.5*EFHzU2"	0.17649	0.334393	0.182246395	0.17303
"23*43888235.5*EFHzU2"	0.09589	0.230393	0.105986555	0.13503
"23*43928125.5*EFHzU2"	0.12949	0.145393	0.157994122	0.30303
"23*43955224.5*EFHzU2"	0.18549	0.250393	0.163600837	0.17703
"23*44063566.5*chrX:044063537-044063596"	0.01979	0.022893	0.202657317	-0.04807
"23*44157598.5*FUNDzU1"	0.02509	0.013893	0.207920132	-0.20097
"23*44390574.5*chrX:044390545-044390604"	0.18649	0.355393	0.102078321	0.15903
"23*44460136*DUS2321"	0.19749	0.066093	0.129959789	0.11103
"23*44503066.5*U$zX"	0.14449	0.271393	0.063360603	0.11503
"23*44577996.5*U$zX"	0.18649	0.214393	0.111345805	0.36503
"23*44678241.5*U$zX"	0.07059	0.275393	0.125469818	0.29703
"23*44727172.5*U$zX"	0.17549	0.246393	0.273866491	0.14703
"23*44764463*zUXorf36"	0.15649	0.233393	0.176407564	0.13303
"23*44794932.5*zUXorf36"	0.12749	0.274393	0.080015087	0.07813
"23*44816106.5*zUXorf36"	0.22049	0.331393	0.298711024	0.22303
"23*44934604.5*chrX:044934575-044934634"	0.14349	0.264393	0.148381907	0.08073
"23*45121273.5*nñK127697"	0.10749	0.145393	0.117013722	0.02463
"23*45236185.5*BE878406"	0.22649	0.344393	0.183574421	0.21003
"23*45528190.5*chrX:045528161-045528220"	0.11549	0.139393	0.15750547	0.07843
"23*45736707.5*chrX:045736678-045736737"	0.20849	0.318393	0.179811355	0.09033
"23*45936968.5*chrX:045936939-045936998"	0.26249	0.363393	0.386655126	0.16903
"23*45942240.5*BzU015977"	0.20849	0.317393	0.223224206	0.16903
"23*46066124*qJ20344"	0.22249	0.221393	0.179812307	0.26303
"23*46075258.5*qJ20344"	0.21649	0.281393	0.296467789	0.18403
"23*46085757.5*qJ20344"	0.04799	0.158393	0.180069995	-0.04117
"23*46163913.5*$zHzU2169554"	0.24449	0.410393	0.136605296	0.31103
"23*46199072.5*zUHS$z7"	0.26549	0.328393	-0.225156878	0.54603
"23*46289102.5*SLzU9nñ7"	0.12049	0.221393	0.268856591	0.09753
"23*46343489.5*SLzU9nñ7"	0.26349	0.414393	0.232063216	0.28703
"23*46408529.5*chrX:046408500-046408559"	0.32049	0.318393	0.150794942	0.34003
"23*46455419.5*R232"	0.17449	0.214393	0.37683644	0.21203
"23*46543140.5*23HF16"	0.25149	0.317393	0.296935499	0.17203
"23*46640567*23HF16"	0.17949	0.305393	0.147214904	0.15003
"23*46703719.5*RGN"	0.01036	0.153393	0.129662433	-0.12997
"23*46759179.5*NDUFB11"	0.15149	0.153393	0.200617663	0.20503
"23*46760565.5*NDUFB11"	0.28249	0.335393	0.175612762	0.22103
"23*46770483.5*RBM10"	0.26549	0.248393	0.167039888	0.20603
"23*46821012.5*UBE1"	-0.02851	-0.023607	0.095442892	-0.06397
"23*46829024*UBE1"	0.16449	0.133393	0.260285721	0.15703
"23*46836443.5*23zU$zK1"	0.25249	0.348393	0.034353907	0.32003
"23*46839172.5*23zU$zK1"	0.23549	0.259393	0.194064416	0.18803
"23*46843276.5*23zU$zK1"	0.08839	-0.019907	0.159070074	0.08203
"23*46851947.5*US2311"	0.22949	0.301393	0.179877496	0.12703
"23*46877794.5*chrX:046877765-046877824"	0.41649	0.530393	0.225695041	0.70203
"23*46986393*ZNF157"	-0.44051	-0.313607	0.17047629	-0.50297
"23*47017089*ZNF157"	0.15449	0.211393	0.200351161	0.13903
"23*47028191.5*ZNF157"	0.16749	0.200393	0.4335723	0.11103
"23*47065053.5*ZNF41"	0.28549	0.415393	0.421682818	0.37403
"23*47100325.5*zUXorf24"	0.23549	0.376393	0.15762476	0.17503
"23*47185780*nñRnñF"	0.20649	0.250393	0.227286705	0.15803
"23*47187549.5*nñRnñF"	0.20649	0.244393	0.248158149	0.11003
"23*47201478*SYN1"	0.12349	0.102393	0.050446661	0.09723
"23*47240632.5*23FzU"	0.08549	0.089293	0.240072851	0.11803
"23*47251374*ELK1"	0.11949	0.165393	0.14246216	0.22303
"23*47252917*ELK1"	0.25049	0.288393	-0.035830363	0.19403
"23*47265339.5*ELK1"	0.28449	0.362059666666667	0.233543497333333	0.517363333333333
"23*47270591.5*UX$z"	0.30649	0.210393	-0.000265870999999999	0.34603
"23*47390221.5*chrX:047390192-047390251"	0.19649	0.364393	0.212787304	0.29603
"23*47483666.5*ZNF81"	0.20849	0.137393	0.218115045	0.32303
"23*47599105.5*ZNF21"	0.24349	0.342393	0.008613896	0.52103
"23*47716834.5*chrX:047716807-047716862"	0.16349	0.109393	0.046395342	0.25303
"23*47808876.5*SSX5"	0.22949	0.392393	0.186238166	0.23703
"23*47876579.5*SSX1"	0.18349	0.309393	0.617628353	0.15503
"23*47896949.5*chrX:047896920-047896979"	0.09209	0.250393	0.22039392	-0.03447
"23*48073629.5*SLzU38nñ5"	0.23349	0.193393	0.106600365	0.14703
"23*48076752.5*SLzU38nñ5"	0.20749	0.219393	0.190084473	0.25903
"23*48078943.5*SLzU38nñ5"	0.25049	0.254393	0.240510099	0.31803
"23*48095698.5*F$zSJ1"	0.19949	0.227393	0.298020941	0.42803
"23*48125004.5*23ORzUN"	0.27649	0.339393	0.141729384	0.39103
"23*48135414.5*23ORzUN"	-0.01711	-0.034507	0.106409878	0.04923
"23*48141596.5*EB23"	0.17749	0.137393	0.073100462	0.21503
"23*48190740.5*RBM3"	0.21349	0.204393	0.141804402	0.46203
"23*48214726.5*WDR13"	0.15749	0.164393	0.204799547	-0.00797
"23*48216304*WDR13"	0.09949	0.027793	0.140508122	0.10573
"23*48263617.5*chrX:048263588-048263647"	0.26949	0.217393	0.477629993	0.20503
"23*48303169*WnñS"	0.13149	0.082493	0.508432222	0.21603
"23*48323070.5*SUV39H1"	0.30349	0.403393	0.49162856	0.36503
"23*48404505.5*Gnñ$znñ1"	0.27049	0.329393	0.273153993	0.20303
"23*48421384.5*HDnñzU6"	0.22749	0.393393	0.181991249	0.07733
"23*48426085.5*HDnñzU6"	0.24549	0.280393	0.142748732	0.16103
"23*48426860.5*HDnñzU6"	0.22049	0.272393	0.437239313	0.27003
"23*48444655.5*ERnñS"	0.21549	0.236393	0.186159178	0.20103
"23*48448961.5*23zUSK1N"	0.15149	0.194393	0.301687766	0.09603
"23*48506984.5*chrX:048506958-048507011"	0.23149	0.224393	0.253938284	0.18503
"23*48510708*$zIMM17B"	0.26149	0.317393	-0.023995908	0.19703
"23*48513331.5*23QB231"	0.02589	0.016893	0.030502057	-0.00727
"23*48516247*23QB231"	0.05379	0.039293	0.152249559	0.09773
"23*48517155.5*SLzU35nñ2"	0.21549	0.286393	0.184041687	0.58603
"23*48526711*chrX:048526682-048526740"	0.04719	0.054293	0.23176689	0.00517
"23*48527557.5*23IM2"	0.23949	0.258393	0.259511342	0.07553
"23*48531175*23IM2"	0.26749	0.172393	0.069498955	0.14303
"23*48547427.5*DKFZp761nñ052"	-0.05751	-0.081607	0.35576355	0.05303
"23*48579227.5*KzUND1"	0.09819	0.078593	0.34551697	0.07483
"23*48587473.5*GRI23nñ231"	0.30049	0.307393	-0.004998707	0.19103
"23*48644356*$zFE3"	0.16849	0.052293	0.128976209	0.07223
"23*48673381*JM11"	0.23649	0.264393	0.257383774	0.19303
"23*48685100*23RnñF2"	0.24349	0.189393	0.192353543	0.18903
"23*48692020*WDR45"	0.25249	0.251393	0.16558024	0.19003
"23*48733714.5*G23KOW"	0.20349	0.206393	0.146598946	0.37403
"23*48777231.5*nñK096058"	0.16849	0.055393	0.266315915	0.13303
"23*48780497.5*qJ21687"	0.03019	0.099393	0.246538286	0.05093
"23*48787348.5*23L232"	0.30749	0.390393	0.247210309	0.18703
"23*48791558.5*LMO6"	0.14849	0.171393	0.201671682	0.07163
"23*48801171*SY23"	0.07189	-0.094707	-0.036304647	0.04823
"23*48825363.5*zUnñzUNnñ1F"	0.21049	0.118393	0.243551803	0.17103
"23*48850528.5*zUXorf37"	0.32749	0.333393	0.112992579	0.37903
"23*48877548*FOX233"	0.18049	0.171393	0.04069708	0.05893
"23*48890552.5*ENS$z00000055335"	0.37149	0.383393	0.061639115	0.37803
"23*49074688.5*GnñGE1"	0.19749	0.204393	0.339373822	0.06193
"23*49161561.5*GnñGEB1"	0.24649	0.358393	-0.038889546	0.41403
"23*49161984.5*GnñGEB1"	0.12949	0.211393	0.183738954	-0.04047
"23*49298040.5*GnñGEzU1"	0.15049	0.229393	0.156108675	0.11303
"23*49314827.5*chrX:049314798-049314857"	0.20649	0.162393	0.009673564	0.16203
"23*49476503.5*zULzUN5"	0.14149	0.257393	0.023230068	0.19503
"23*49553726*zULzUN5"	0.25549	0.196393	0.181838992	0.32303
"23*49626075.5*chrX:049626046-049626105"	0.17349	0.265393	0.11900043	0.25903
"23*49665252*nñKnñ234"	0.08839	0.139393	0.109564317	0.07003
"23*49861093.5*zUzUNB3"	0.17049	0.314393	0.215795589	0.08313
"23*49870947.5*zUzUNB3"	0.13849	0.303393	0.215648422	0.04343
"23*49903522.5*zUzUNB3"	0.20749	0.300393	0.424381989	0.30303
"23*49997700.5*nñB183864"	0.19149	0.282393	0.121309864	0.26503
"23*50165274.5*nñX748273"	0.18849	0.163393	0.172678059	0.22103
"23*50172655.5*KInñnñ1202"	0.17149	0.281393	0.323004965	0.17803
"23*50211982*KInñnñ1202"	0.10849	0.248393	0.036448272	0.23703
"23*50253203.5*KInñnñ1202"	0.22549	0.377393	0.040682879	0.37203
"23*50346659.5*KInñnñ1202"	0.17149	0.262393	0.195653372	0.23403
"23*50441332.5*LOzU347376"	0.05569	0.192393	0.407421783	-0.03217
"23*50486842.5*chrX:050486813-050486872"	0.14749	0.217393	0.052018778	0.12003
"23*50489603*BM2315"	0.24049	0.249393	0.294818558	0.35103
"23*50659039.5*ENS$z00000341686"	0.20149	0.242393	0.166196791	0.32703
"23*50808000.5*chrX:050807971-050808030"	0.40349	0.539393	0.3881709	0.44603
"23*50912268*NUD$z10"	0.10019	0.243393	-0.019622636	0.34103
"23*50971424.5*LOzU441494"	0.10319	0.109393	0.000336785000000001	0.02523
"23*50984332*LOzU340602"	0.03369	0.027593	0.199778318	0.01665
"23*51066720.5*NUD$z11"	0.17049	0.270393	0.114423958	0.22903
"23*51179448.5*chrX:051179419-051179478"	0.17149	0.305393	0.237391206	0.10903
"23*51321010.5*GS23$z2"	0.16549	0.351393	0.118498347	0.46703
"23*51321966.5*GS23$z2"	0.06079	0.073993	-0.031600071	0.06413
"23*51456736.5*MnñGED1"	0.08179	0.293393	0.300651354	0.10503
"23*51472550.5*MnñGED1"	0.07589	0.191393	0.205173015	0.07133
"23*51475903.5*MnñGED1"	0.18749	0.260393	0.205318556	0.18703
"23*51550993.5*chrX:051550964-051551023"	0.05399	0.020993	0.031684808	0.09743
"23*51655010.5*chrX:051654981-051655040"	0.10609	0.236393	0.374090865	0.07473
"23*51745104.5*chrX:051745075-051745134"	0.13849	0.235393	0.163476463	0.26603
"23*51745194.5*chrX:051745165-051745224"	0.20649	0.334393	0.401461421	0.20503
"23*51901734.5*chrX:051901705-051901764"	-0.02881	0.105393	0.23434526	-0.15497
"23*52576957.5*chrX:052576928-052576987"	0.15249	0.289393	0.173803781	0.22203
"23*52724271.5*chrX:052724247-052724296"	0.16349	0.166393	0.143669329	0.11403
"23*52776015.5*GnñGED4"	-0.14251	0.280393	0.174934925	0.09563
"23*52788164.5*chrX:052788135-052788194"	0.02069	0.129393	0.269396088	0.03633
"23*52844264.5*$zMEM29"	-0.10751	0.274393	0.352080528	0.09983
"23*52964341.5*G23R173"	-0.10351	0.211393	0.453219821	-0.17797
"23*52971007.5*G23R173"	0.18649	0.182393	0.265990605	0.09123
"23*52997449*$zS23YL2"	0.23149	0.370393	0.149983823	0.30703
"23*53069674.5*$zHzU2170407"	0.17049	0.273393	0.002154202	0.11103
"23*53104658.5*SMzUX"	0.20849	0.223393	0.118165855	0.13403
"23*53123214.5*SMzUX"	0.18249	0.057693	0.228813304	0.06353
"23*53166760.5*IQSEzU2"	0.27249	0.268393	0.425308215	0.30903
